Study_Hours,Attendance,Extracurricular,Past_Score,Final_Score
10,53,No,69,97.110522049225
10,78,No,58,92.06476885195224
5,51,Yes,72,69.58795736419724
9,51,No,54,77.85314862155484
8,91,Yes,61,91.12334060867366
8,77,Yes,69,94.15035211094904
1,90,No,67,63.65864968662397
12,63,Yes,57,104.7655510939355
4,97,Yes,70,77.61746440079874
4,53,No,74,64.29725891676513
10,96,Yes,81,108.56609293204458
2,100,No,62,65.77852405575405
5,90,No,81,86.4393744638345
3,100,No,87,80.63463578637798
3,72,No,58,54.86529939184428
2,65,Yes,60,48.565400212184166
8,94,No,61,96.55435782298056
1,80,Yes,86,59.7465486468845
6,100,No,65,87.29440066511273
3,85,Yes,67,67.77932974728435
10,96,Yes,85,115.50293156342335
5,85,Yes,56,67.90755015411949
9,70,Yes,73,92.35831935383878
6,74,No,53,74.9310404059214
5,84,No,82,84.96292000749207
2,53,Yes,66,55.36262291041297
3,63,Yes,87,69.44532288311459
3,94,No,73,68.36525123985054
3,69,No,60,64.45886753251418
8,80,Yes,78,94.20394901553655
9,59,Yes,50,80.00212006110739
9,97,Yes,90,114.52532566721801
3,79,No,82,70.58068782860194
8,82,Yes,88,100.37704338651713
8,92,No,73,93.59841287816059
9,57,No,72,94.06008056484575
2,62,Yes,78,56.90396980909102
11,64,Yes,74,102.54670829799954
12,52,Yes,67,97.71606931650742
2,85,No,84,71.45266172945416
10,74,Yes,53,98.31040824926241
7,63,No,57,75.887377132627
3,68,Yes,58,58.222707930606276
8,88,No,86,102.10008654565334
7,82,No,75,92.66370845631764
3,84,Yes,71,65.1026641912111
10,90,Yes,51,95.1987890758374
5,71,Yes,54,65.68230543882862
7,74,Yes,84,86.52667465696577
8,58,No,71,90.00279089126278
1,99,No,86,67.40094431977315
9,61,Yes,89,99.28315245324698
1,66,No,74,52.0677951444103
6,61,No,57,70.43685580617264
8,62,No,61,85.64725436070587
1,67,Yes,66,53.900819061286796
4,96,No,51,73.52919376574502
6,100,Yes,58,85.81637731720113
10,88,No,54,99.41525325479294
7,87,Yes,61,81.60188599531584
8,60,No,55,83.53914596352556
4,58,Yes,56,63.17837833864104
10,59,Yes,69,92.08986364065026
6,82,No,77,82.57686120992632
3,95,No,62,69.8150025563734
1,70,No,82,58.381326408350674
7,66,Yes,51,75.17731587347154
2,86,Yes,59,58.65129832090589
12,74,No,87,120.79479780980313
6,95,No,70,90.7758079204499
7,70,No,88,93.36931358992362
7,81,Yes,57,86.98156051334313
1,62,Yes,85,59.75784635377689
4,56,No,65,63.172280844007226
9,56,Yes,85,99.79824510017794
2,70,No,76,60.31378224582398
3,84,No,79,69.13399497044901
1,95,No,65,59.963759901095315
9,87,Yes,70,103.95854744585202
6,61,Yes,64,77.85604703806833
11,72,Yes,71,107.07328791183217
6,52,Yes,70,72.68356110120953
3,62,Yes,51,50.972692417722826
4,57,Yes,76,63.68198181306698
4,85,Yes,67,74.78947108953612
1,71,No,75,59.68215139507841
2,55,No,86,61.02632518900763
7,84,Yes,64,83.11367419284016
8,92,Yes,54,86.08613135101346
1,63,Yes,68,50.68878639220915
1,87,Yes,68,57.49025433012268
9,70,No,63,91.519667055763
3,67,No,56,54.734574097439314
9,67,No,69,87.74754085656329
4,67,Yes,66,69.185682911794
11,50,No,75,96.33421664124941
9,99,No,80,102.88302448695615
9,75,No,81,95.55937836436865
12,61,No,81,115.5922874032008
9,63,No,66,88.23487718749075
4,90,Yes,71,77.11967750474753
2,99,No,77,70.81379249310152
6,87,Yes,65,77.44363392307433
2,90,No,63,62.90748260224956
1,66,Yes,79,56.575496533017116
4,73,No,65,68.56953337133474
2,96,No,74,70.98241853392872
4,52,Yes,79,69.94917948030172
1,99,Yes,79,65.78936879030553
2,82,No,83,71.66929267033603
5,59,Yes,64,64.04130322050572
4,91,No,80,79.60565438474549
1,86,Yes,72,59.22208016720222
9,85,Yes,73,97.05476162677536
4,57,Yes,81,66.87741082065526
9,77,No,73,101.44457862157495
4,51,Yes,70,62.75322036411558
1,77,Yes,59,47.25105249240579
2,72,No,73,59.71007625279507
2,50,Yes,73,57.89046796379264
12,98,No,78,115.69944740381709
2,90,No,83,72.61846048275135
7,76,Yes,70,82.14650342164049
6,62,Yes,57,74.28137965800002
8,81,Yes,78,99.07380329111663
7,88,Yes,78,94.7451230659477
9,72,No,52,85.83291346170378
1,85,Yes,54,47.26265290314951
10,92,No,86,111.16142125787952
6,90,Yes,90,94.97708444553054
7,90,Yes,71,94.42170821223893
1,80,Yes,59,49.89428739597356
8,98,No,55,93.50762051977551
5,84,No,50,74.74356878836008
4,100,No,65,80.0684428826172
8,74,No,86,97.59986634973765
9,92,Yes,71,104.14265681316063
4,77,Yes,77,76.796540730976
9,65,No,60,84.72544726087041
3,78,No,52,62.98375813868424
6,100,Yes,53,84.78612273898857
7,62,No,86,84.40377068073663
8,56,No,57,84.09458192385611
1,81,Yes,51,48.25171302823518
7,50,Yes,90,83.0019406443396
7,55,Yes,70,74.59593599330468
5,71,No,78,75.69827868363872
4,97,No,76,78.39545733934999
8,56,Yes,55,76.73503295015324
9,56,No,63,89.524470325035
11,74,No,83,113.7113256237384
8,79,No,86,98.13030937393383
9,85,Yes,59,91.7120029624153
12,56,Yes,54,97.48707827762645
10,90,Yes,62,99.7513440399193
8,56,Yes,55,77.72387794383837
10,64,No,87,100.32024943840082
9,63,Yes,78,95.25204543734061
12,95,Yes,78,122.95292531186135
3,73,No,52,54.56644530962232
11,60,No,62,101.82321148148374
8,99,Yes,84,105.75976585746663
7,80,Yes,69,89.02859450739032
3,73,No,62,58.78447301627304
3,50,Yes,73,60.73622932372151
9,59,Yes,64,91.82764487191082
4,51,Yes,52,54.466652639435445
5,64,Yes,70,71.30978188094322
3,58,No,52,52.3920357488155
3,52,Yes,57,54.37486425942654
11,96,Yes,64,108.81195380157081
6,97,No,50,83.2787639534793
1,59,No,60,45.23247398662471
9,75,No,88,100.61588196090639
8,73,Yes,89,94.32187883764529
5,74,Yes,84,83.07362305860157
3,81,Yes,50,61.533272499800745
10,89,No,75,103.46945623200405
11,77,Yes,64,106.4825238834476
8,91,Yes,66,93.69904767093674
2,66,Yes,82,60.12840294262234
12,89,No,67,117.99940693717828
1,54,Yes,83,52.0403188953822
1,60,Yes,60,44.51489734009949
1,51,No,52,40.21322840351911
2,73,Yes,90,66.3794752260803
5,85,No,66,76.24426544836575
9,98,No,66,100.34649878171113
11,69,No,60,95.20256417723378
12,94,No,86,119.10131921477101
4,64,Yes,73,72.34692444478159
5,88,Yes,89,89.36874680202602
1,75,Yes,60,53.845793952539175
10,91,No,81,109.86979462678421
9,68,No,62,89.99344519850881
6,66,No,52,68.1389691528508
4,99,Yes,50,71.12499469778696
12,97,No,72,115.9139682069034
3,53,Yes,77,58.28824073414945
2,57,Yes,60,50.723433715969506
12,69,No,50,97.27638503315418
7,69,No,86,94.35179234549359
12,74,No,55,102.8712514598744
7,59,No,66,74.21487087827573
9,78,No,72,97.53114529525658
12,67,Yes,74,107.28426418849004
1,99,Yes,51,55.219691918463624
2,63,No,90,69.35935227728203
10,86,Yes,82,105.21681447416269
3,94,No,72,69.2487229462643
8,80,No,55,82.26133013278243
6,96,No,63,82.22336007307383
6,76,Yes,79,81.07506849469993
2,53,Yes,66,47.36842274197681
7,88,No,53,84.00421898886147
3,85,Yes,66,65.58800401563894
1,77,Yes,80,63.191255572692754
3,68,No,75,60.81062773908077
10,93,No,57,99.83470091279735
9,52,Yes,89,97.85712633276779
3,83,Yes,71,64.33975999448032
12,71,Yes,56,105.82301458488074
8,68,Yes,68,91.55840241030539
9,80,No,68,98.17358965307272
4,82,Yes,76,75.33252766271615
3,58,Yes,56,52.27801025037852
11,81,Yes,90,118.6306943587748
7,80,Yes,71,91.77039212359833
5,85,No,88,80.93612145550249
6,74,Yes,90,91.264291685012
9,70,No,81,97.41798349402171
9,77,Yes,84,103.16490731492352
3,99,No,56,63.41083989162446
12,57,Yes,74,105.54662105885708
6,89,No,81,84.59512615164388
6,50,Yes,64,73.68848945249965
10,94,Yes,62,102.31110672419094
3,89,Yes,67,64.16935031191535
4,78,Yes,58,67.31043508489549
9,81,Yes,90,100.32056775726078
5,71,No,55,70.33380207417684
3,92,No,89,82.78442086341742
2,62,Yes,80,60.44562799353274
3,100,No,80,79.47197000918142
9,100,No,77,102.61778423158074
8,84,Yes,70,97.98877764353702
7,61,Yes,71,80.17739875297316
7,95,No,89,102.1563801246869
7,99,Yes,52,82.98682394871798
2,53,No,88,57.596155146643234
11,67,No,84,105.03540585518444
12,92,Yes,86,122.5063045029443
4,60,No,77,65.00711737963366
1,57,No,50,41.31755714282922
6,61,Yes,79,81.46075464382365
10,100,No,61,102.66232602459807
11,63,Yes,84,108.53096947838263
8,83,No,58,89.07507053325338
7,55,Yes,82,80.6086102400145
8,74,Yes,59,84.74652936815
1,70,Yes,52,42.0192260177514
6,87,No,69,83.6737317747365
9,82,Yes,63,92.38980953602257
5,91,Yes,57,73.12728846986383
5,91,No,77,81.85758917573308
1,66,No,76,53.730022588981285
10,54,No,70,90.06344896576549
4,50,Yes,67,59.76419848432132
1,55,Yes,54,41.11899393155597
11,98,No,75,113.7189768750076
5,83,Yes,53,71.33362162292688
9,93,No,50,90.27950287212192
2,64,Yes,54,46.73287413932867
5,51,No,51,56.60985705406409
7,97,Yes,76,97.39072945935405
7,59,No,88,82.96589131444809
11,84,No,76,114.74919257697113
12,77,No,87,121.33998349947728
3,54,No,60,55.90857925674035
3,75,No,66,61.12792040622582
6,61,Yes,54,74.6237800738738
6,93,Yes,73,83.12392939850649
4,76,No,69,67.83627904962856
8,98,No,76,96.34202284624754
10,92,Yes,85,113.21856793159286
4,73,Yes,56,61.88049094294708
10,83,Yes,53,96.3068750680417
11,78,No,89,111.7218704870204
6,76,No,73,82.50816041490499
12,73,No,54,106.26590959679916
5,78,Yes,60,70.22656591764621
4,99,Yes,57,75.498086920472
11,60,Yes,78,109.08876520075522
11,54,No,86,105.20608195055593
8,56,No,78,83.42874596536757
3,65,Yes,71,59.960108711843546
4,100,No,62,75.29122359528847
6,77,Yes,68,76.29983223926811
4,93,Yes,69,74.24012224227113
9,69,No,78,92.96664320208464
7,84,No,51,84.83781067624437
10,58,Yes,53,93.5486565008153
8,76,Yes,52,82.55483287220744
2,68,Yes,73,63.49753720873799
9,90,Yes,63,93.6359132203754
2,86,No,51,51.85207597942181
4,53,Yes,87,70.57034335332132
11,80,No,59,100.16329682657043
6,93,Yes,60,78.27986817926224
3,92,No,73,74.97632219718051
4,81,Yes,67,67.23231982820299
2,88,No,57,61.16608159807831
1,93,No,79,66.27320562683596
10,72,No,77,105.88265384496661
10,56,No,85,104.0514859394793
6,89,Yes,77,86.6222777044803
5,76,No,71,73.8203033351694
11,94,Yes,70,113.1301919495116
9,88,No,60,94.05284117031802
8,67,Yes,88,91.61111509590503
11,87,Yes,88,119.77169762951071
1,96,Yes,78,69.50759878970992
9,54,No,78,91.81799163711193
3,85,Yes,62,65.6522615856392
6,71,No,88,82.37335452126925
9,61,No,75,98.03690655148691
8,55,Yes,56,74.52658523112488
8,59,Yes,59,82.829182909218
6,53,No,55,67.43579373523632
5,57,Yes,65,64.58203557434503
1,55,Yes,73,53.42802087407007
6,85,Yes,77,82.62144547134383
5,88,Yes,70,77.41876905664043
4,89,Yes,86,81.52874354025582
7,52,Yes,58,72.86415691959897
9,55,Yes,58,82.87955373389805
6,60,No,63,76.54262625304646
12,52,Yes,77,106.76302608353501
2,61,No,59,54.860897981013224
9,68,No,87,103.95756462407353
7,58,No,72,85.84070189319053
12,98,Yes,86,122.13997089464213
12,83,Yes,52,101.01168307924526
7,54,Yes,59,71.1850684254238
1,90,No,63,53.44952766876619
2,69,Yes,59,50.9725248472289
11,99,No,60,108.70684444797415
6,69,Yes,83,86.82268536098422
5,99,Yes,58,80.34543159274
12,85,Yes,76,117.58787619194204
9,77,No,50,87.06518385735082
2,73,No,51,55.12538813376325
10,67,No,86,104.63002361614603
7,87,No,78,92.82036576509127
5,55,No,66,71.63113363324126
9,89,Yes,55,90.54475012937506
3,58,No,84,68.28182242353468
6,96,Yes,55,78.1431203256979
11,58,No,67,98.34839997169952
8,69,Yes,76,93.78627664637717
10,52,Yes,73,93.95139941027442
8,71,Yes,81,92.71544263471802
6,65,Yes,67,71.53254067898067
7,92,Yes,89,100.57757115035984
3,95,No,71,72.0908292490208
6,94,Yes,90,89.28945238049594
5,85,Yes,80,86.77135365263415
11,76,Yes,89,118.32254176489904
5,50,No,70,71.2711140528515
7,95,Yes,88,94.19532605147126
1,64,Yes,58,49.9292341708317
1,89,No,60,57.83236831733376
2,57,Yes,88,61.68207668615036
2,73,No,61,59.111645942873785
2,81,No,85,70.3758628219992
10,92,No,87,116.4534859809311
10,75,No,83,102.73341165922196
2,56,Yes,74,52.44721687107883
4,97,Yes,59,69.11586329212922
10,95,No,56,99.02800758895641
10,79,Yes,72,98.64990684937528
8,68,Yes,89,91.75906869198728
11,83,Yes,56,99.78452205629999
11,94,Yes,78,109.953678363483
3,62,Yes,54,56.541299648773986
7,96,Yes,82,99.42943907530966
9,74,Yes,70,93.52162914485066
4,71,No,72,72.98783999950423
6,54,Yes,70,75.82031669744279
8,82,No,54,87.16179666318713
7,100,Yes,86,95.42652078445587
12,73,No,54,105.23105673452571
6,78,No,87,87.5520809993756
4,62,Yes,87,70.31356500025542
8,82,Yes,85,93.94555023921589
3,70,Yes,85,67.7106456744049
9,59,Yes,86,94.43670287352295
4,76,No,69,68.61569091965849
5,75,Yes,52,71.97848843143025
12,87,Yes,53,109.49934489521827
8,77,Yes,67,87.32961173873261
11,90,No,79,118.11573223976407
4,66,No,76,65.64530836012214
6,83,Yes,62,79.68034104893117
12,63,No,54,99.97407530364362
7,85,Yes,71,87.1634879638204
6,72,No,86,83.47225809329916
5,71,No,50,64.8635319226279
10,52,Yes,55,86.36517138854535
7,70,No,72,82.0490170105507
12,64,Yes,82,114.81213542542254
7,60,Yes,85,91.84261554452357
2,52,Yes,89,61.92614323500763
3,86,No,81,70.88955243527778
10,77,Yes,53,93.17768024129836
4,67,Yes,86,78.2768597081228
4,79,No,81,75.19546135579128
10,93,No,84,116.05549266194669
1,96,Yes,60,57.83506849465252
1,51,Yes,82,52.000935955156855
3,67,No,82,69.02267203306911
3,60,No,84,62.357233618371524
9,71,No,66,96.81421117580362
12,68,No,66,106.23142630881152
12,56,Yes,72,105.20917423425227
9,90,No,66,99.87622209675021
3,97,Yes,80,73.8189885981915
2,89,No,70,63.99188970471184
9,74,No,70,98.67838167598525
6,91,No,52,78.11765193577756
1,70,Yes,76,52.683701090629384
2,51,Yes,56,45.30100300354112
3,81,Yes,74,67.87350798450638
10,100,Yes,56,104.2411631004091
2,86,No,64,57.03221551514224
2,72,No,59,57.83183505716005
9,73,No,65,96.54957015903254
1,63,No,88,59.060262118451455
12,79,No,66,105.92759154549482
7,98,No,54,89.63678066545684
11,62,Yes,50,91.25407096858811
3,77,Yes,77,71.95547818202263
1,73,No,62,56.20115671702188
8,92,Yes,87,97.60204105481577
6,78,Yes,79,89.48196319943291
2,65,No,75,61.66340858492491
4,52,No,72,60.27392062692418
7,96,No,82,93.3524174257434
10,60,Yes,78,94.52288255986382
11,54,No,64,101.44325192443345
4,90,Yes,69,77.27080227170407
4,94,No,90,84.15976834919937
1,97,No,85,63.14259231685562
3,61,Yes,54,50.38902494529773
4,74,Yes,66,70.24588329943536
12,55,No,56,97.50879518192968
9,98,No,52,97.99464453958115
4,89,Yes,64,75.0804744064083
3,55,No,50,48.853023622574014
12,57,No,57,97.19511163962734
11,63,Yes,83,104.42037119473385
5,90,Yes,54,69.31078837065714
6,72,Yes,74,78.52612715526432
12,71,No,51,103.68670180403538
10,82,Yes,65,100.61833738459175
11,63,Yes,88,111.11415427522728
10,65,No,63,97.74004826936081
8,68,Yes,67,85.93671009452238
4,67,Yes,72,66.89265431605199
7,75,No,66,86.73099525454487
7,74,Yes,50,74.14611197810315
10,75,Yes,69,97.92271921107603
7,59,Yes,59,74.89103577684605
10,91,No,66,108.33302743656827
11,73,No,85,111.61209983733042
2,55,Yes,76,61.09356841515308
12,100,Yes,76,120.8678845379598
11,95,Yes,64,106.41115249403083
8,66,No,55,84.6117203844333
5,79,Yes,70,80.60462617748567
2,52,Yes,50,48.16172766156416
11,73,No,83,111.66540176179006
6,99,Yes,84,95.23421071465083
6,75,No,69,81.56813262693727
8,88,No,85,103.27146819916916
12,74,No,81,112.35962976066656
12,59,No,69,102.69077679441236
3,65,Yes,67,57.14403729187439
10,62,Yes,79,103.81173111932253
9,74,Yes,60,93.3782153727137
7,95,Yes,72,88.45138648751852
3,81,Yes,80,75.84542249787447
7,72,No,64,84.89475325342008
10,80,No,88,109.3758316810199
4,80,No,88,83.16093780998631
6,77,Yes,64,79.02720012915718
7,71,Yes,54,77.9937197162479
1,89,Yes,90,71.17307165523694
8,96,Yes,90,102.80373118383642
7,99,No,61,92.79228791398226
12,63,Yes,84,112.62098371590686
12,77,No,61,107.10970847301067
4,99,Yes,71,75.94579756066915
1,76,No,84,66.01008877857365
2,97,Yes,52,62.935674113664746
6,53,No,81,74.31068366455476
10,86,Yes,83,111.5439302849652
1,62,Yes,53,41.81282857211864
4,80,No,70,72.42275081076211
12,77,Yes,54,101.78773807711738
5,91,No,60,77.60290866406322
3,81,No,76,66.06930522281164
6,50,No,63,66.35802672122504
3,72,Yes,81,73.28957767518853
2,71,No,79,67.03159394321679
6,96,Yes,66,81.0915757698221
1,77,No,50,48.41799482043009
2,88,No,75,70.7783572460972
4,62,No,79,70.69044060111402
11,72,No,71,109.14565574600375
6,85,No,90,91.86837187522899
2,84,Yes,76,68.72388085301301
5,55,Yes,55,66.70050611012837
5,89,No,71,76.82189301228678
3,50,Yes,70,53.70016609163261
8,68,Yes,63,85.88247416951937
4,100,No,90,82.1000912083777
11,77,No,83,110.37872390811917
11,96,Yes,74,110.3890039105995
5,100,Yes,57,81.75680521226289
10,50,Yes,76,97.84250139495315
8,58,Yes,66,86.81920600788256
7,81,Yes,54,81.1260949363839
9,67,No,56,84.57890770840929
4,55,Yes,79,73.03087921797497
1,82,No,58,55.85237217519868
12,53,No,81,106.11220294189111
7,98,No,68,89.19652132677699
9,64,Yes,72,92.53404475243394
9,87,Yes,57,92.18652938337645
3,51,Yes,77,63.67937551625131
12,95,Yes,86,121.39305660849038
4,84,Yes,55,65.55259024018669
3,62,Yes,61,57.48322465489543
11,61,No,79,102.96710394814127
10,55,No,84,98.38267625842468
5,79,No,73,79.6801195454973
5,71,Yes,76,81.39180101255155
8,62,No,72,89.74583645313695
6,81,Yes,56,75.56446070762425
8,82,No,53,88.79611872374055
6,63,No,54,67.24494895237797
7,82,Yes,52,80.09918418437262
4,59,Yes,76,65.65554321520464
2,88,No,75,67.48622412844243
3,69,No,81,70.33409510455496
7,66,Yes,87,92.83342946234757
4,56,No,65,62.2623457947804
3,54,Yes,52,50.05782272458339
12,100,No,53,112.05433236980615
1,63,Yes,74,58.442719818492634
9,82,Yes,78,103.52179321437386
7,100,Yes,75,99.63244578289431
5,88,No,68,75.19819475827174
6,52,Yes,57,69.37661764196847
11,56,No,56,94.93368742745355
3,85,Yes,65,63.9443294678824
11,78,No,64,99.31845884986784
2,66,No,75,59.828807901539484
8,71,No,55,81.96498816093046
4,80,No,58,63.516335384674214
6,70,Yes,69,81.15176530423581
12,92,Yes,50,111.80644520903596
1,78,Yes,57,52.382452268650226
7,96,Yes,65,92.8840577863978
4,71,Yes,76,69.38056226381137
5,90,Yes,77,86.02327819413044
11,100,Yes,86,121.21698861243142
9,70,No,75,91.58043957258121
12,54,No,72,107.85574149856093
12,72,No,52,103.74114713018083
2,99,No,85,76.61216667959766
10,64,Yes,53,91.90126029701509
5,59,Yes,83,74.00623655173821
2,83,No,86,69.49755641719825
10,70,Yes,69,97.83822192394226
2,82,Yes,54,60.78569526701082
9,76,Yes,52,86.21126951957275
10,90,Yes,71,106.0873547868995
7,66,No,82,86.95944482803797
8,96,Yes,78,97.07496712362966
12,86,Yes,84,116.24434760102773
8,56,Yes,74,87.87292334034939
12,75,No,75,117.35182418295796
11,57,No,74,103.97189137546843
12,100,Yes,80,117.52263290423006
5,95,No,73,85.35755105781509
3,96,No,71,71.32000497502047
10,59,No,70,99.87886353536142
6,92,No,75,86.86170254229411
8,55,No,88,94.23688369659278
3,58,Yes,54,50.7392246569193
5,58,Yes,55,66.25250191830523
1,78,Yes,79,56.247313217701766
7,50,Yes,50,65.33549733762905
6,84,No,65,80.58316601365767
9,72,No,60,86.41464497842641
12,68,No,51,96.37837647652637
2,96,Yes,52,59.863346393847756
4,51,Yes,66,57.8136977749702
12,73,No,53,106.07504447355528
5,82,No,70,80.98183471616234
6,62,No,59,67.83189207457055
8,91,Yes,80,102.3838810720531
1,82,Yes,63,52.54939496724464
4,79,Yes,61,68.11015850554875
10,64,No,52,94.0554309751798
12,58,Yes,89,112.05419971924618
12,51,No,56,92.91013728005326
6,55,No,74,75.7632437080214
11,89,No,59,106.92585754484708
2,68,No,79,60.52587763555318
9,90,No,56,93.65173911818869
9,61,No,73,88.43279074545069
5,73,Yes,76,77.04211727083415
2,96,No,65,66.04052952869915
10,77,No,72,100.39204401957107
2,58,No,70,58.29149286139112
9,95,No,86,108.46362817060651
4,50,Yes,82,70.298299072929
7,54,Yes,50,70.54820332844572
11,61,Yes,59,100.27027054498183
2,86,No,72,69.08056463391944
2,62,Yes,67,56.76788636792469
11,99,No,81,115.63319130275966
3,94,Yes,66,71.3187625196404
6,76,Yes,51,72.69322165217807
2,70,Yes,73,56.58004374074882
1,52,Yes,80,48.237132019396775
6,58,Yes,61,70.49928410015337
11,100,Yes,52,104.7914929547171
2,86,No,84,68.27156426803448
11,70,No,72,107.15505748019807
7,60,Yes,88,84.96070227975117
7,82,No,63,84.67908429631896
7,79,Yes,61,78.31843000360989
8,91,No,78,102.00977327881671
1,67,Yes,70,53.12373354084323
3,91,No,89,77.65057346591976
9,96,No,54,93.82989050450989
6,60,No,70,76.2425515885604
9,67,No,70,91.3480345808917
5,93,No,72,78.32147508340117
6,76,No,68,84.22281114091068
8,67,No,51,77.08756037647868
11,65,No,74,105.0296758011649
5,52,No,67,69.12387117632028
4,56,No,74,67.32318903959872
10,71,Yes,79,98.71800214590031
8,75,No,72,89.43982864927628
3,65,No,89,72.92260492569108
5,72,Yes,55,72.74987752102749
11,65,No,60,102.66433798662769
1,60,Yes,80,55.52583987786972
7,99,Yes,61,85.53357697383642
2,68,Yes,77,65.42864538709208
3,50,No,88,69.6964614582475
2,53,Yes,54,49.03115267791752
1,92,Yes,81,60.16952306473045
6,61,Yes,82,84.93732783370199
9,50,No,65,83.86449790281796
4,51,Yes,75,66.96155859586176
5,68,No,58,69.5912196290062
4,53,Yes,71,60.331996176586706
11,73,No,67,100.21477256089054
1,87,Yes,81,67.72422291493599
4,96,No,57,75.62844657231396
7,61,No,55,72.66868760515041
2,71,Yes,80,62.411492973924226
5,73,No,62,67.12832421754376
8,53,No,60,78.16445728705408
5,50,Yes,56,63.948563041033914
10,58,Yes,60,87.2379791321217
4,92,No,87,82.08311995799883
3,62,No,50,51.542394260105745
